"year","season","team","bans","ban_order","num_bans","ban_percentage","total_bans"
"2014","Summer","blueBans","Alistar",1,"10","12.82","78"
"2014","Summer","blueBans","Zilean",1,"9","11.54","78"
"2014","Summer","blueBans","Maokai",1,"7","8.97","78"
"2014","Summer","blueBans","Nidalee",1,"7","8.97","78"
"2014","Summer","blueBans","Rengar",1,"6","7.69","78"
"2014","Summer","blueBans","Fizz",1,"5","6.41","78"
"2014","Summer","blueBans","Yasuo",1,"4","5.13","78"
"2014","Summer","blueBans","Zed",1,"4","5.13","78"
"2014","Summer","blueBans","Thresh",1,"4","5.13","78"
"2014","Summer","blueBans","Twitch",1,"4","5.13","78"
"2014","Summer","blueBans","Rumble",1,"3","3.85","78"
"2014","Summer","blueBans","Lucian",1,"3","3.85","78"
"2014","Summer","blueBans","LeeSin",1,"2","2.56","78"
"2014","Summer","blueBans","Orianna",1,"2","2.56","78"
"2014","Summer","blueBans","Irelia",1,"2","2.56","78"
"2014","Summer","blueBans","Tristana",1,"1","1.28","78"
"2014","Summer","blueBans","Kayle",1,"1","1.28","78"
"2014","Summer","blueBans","Jinx",1,"1","1.28","78"
"2014","Summer","blueBans","Nami",1,"1","1.28","78"
"2014","Summer","blueBans","Ryze",1,"1","1.28","78"
"2014","Summer","blueBans","Syndra",1,"1","1.28","78"
"2014","Summer","blueBans","Alistar",2,"12","15.38","78"
"2014","Summer","blueBans","LeeSin",2,"8","10.26","78"
"2014","Summer","blueBans","Zilean",2,"7","8.97","78"
"2014","Summer","blueBans","Maokai",2,"6","7.69","78"
"2014","Summer","blueBans","Lucian",2,"4","5.13","78"
"2014","Summer","blueBans","Jayce",2,"4","5.13","78"
"2014","Summer","blueBans","Yasuo",2,"4","5.13","78"
"2014","Summer","blueBans","Syndra",2,"4","5.13","78"
"2014","Summer","blueBans","Rumble",2,"3","3.85","78"
"2014","Summer","blueBans","Rengar",2,"3","3.85","78"
"2014","Summer","blueBans","Janna",2,"3","3.85","78"
"2014","Summer","blueBans","Thresh",2,"2","2.56","78"
"2014","Summer","blueBans","Aatrox",2,"2","2.56","78"
"2014","Summer","blueBans","Irelia",2,"2","2.56","78"
"2014","Summer","blueBans","Nidalee",2,"2","2.56","78"
"2014","Summer","blueBans","TwistedFate",2,"2","2.56","78"
"2014","Summer","blueBans","Zed",2,"2","2.56","78"
"2014","Summer","blueBans","Lulu",2,"1","1.28","78"
"2014","Summer","blueBans","Kayle",2,"1","1.28","78"
"2014","Summer","blueBans","Kassadin",2,"1","1.28","78"
"2014","Summer","blueBans","Tristana",2,"1","1.28","78"
"2014","Summer","blueBans","JarvanIV",2,"1","1.28","78"
"2014","Summer","blueBans","Jinx",2,"1","1.28","78"
"2014","Summer","blueBans","Orianna",2,"1","1.28","78"
"2014","Summer","blueBans","Nami",2,"1","1.28","78"
"2014","Summer","blueBans","Ryze",3,"14","18.18","77"
"2014","Summer","blueBans","Maokai",3,"13","16.88","77"
"2014","Summer","blueBans","Rumble",3,"7","9.09","77"
"2014","Summer","blueBans","Thresh",3,"6","7.79","77"
"2014","Summer","blueBans","Zilean",3,"4","5.19","77"
"2014","Summer","blueBans","Khazix",3,"4","5.19","77"
"2014","Summer","blueBans","Alistar",3,"4","5.19","77"
"2014","Summer","blueBans","Janna",3,"3","3.90","77"
"2014","Summer","blueBans","Syndra",3,"3","3.90","77"
"2014","Summer","blueBans","Zed",3,"3","3.90","77"
"2014","Summer","blueBans","TwistedFate",3,"2","2.60","77"
"2014","Summer","blueBans","Twitch",3,"2","2.60","77"
"2014","Summer","blueBans","Jayce",3,"2","2.60","77"
"2014","Summer","blueBans","Lucian",3,"2","2.60","77"
"2014","Summer","blueBans","Tristana",3,"1","1.30","77"
"2014","Summer","blueBans","Fizz",3,"1","1.30","77"
"2014","Summer","blueBans","Gragas",3,"1","1.30","77"
"2014","Summer","blueBans","Irelia",3,"1","1.30","77"
"2014","Summer","blueBans","LeeSin",3,"1","1.30","77"
"2014","Summer","blueBans","Nami",3,"1","1.30","77"
"2014","Summer","blueBans","Aatrox",3,"1","1.30","77"
"2014","Summer","blueBans","Yasuo",3,"1","1.30","77"
"2014","Summer","redBans","Alistar",1,"16","20.51","78"
"2014","Summer","redBans","Zilean",1,"13","16.67","78"
"2014","Summer","redBans","Rengar",1,"10","12.82","78"
"2014","Summer","redBans","Maokai",1,"5","6.41","78"
"2014","Summer","redBans","Yasuo",1,"4","5.13","78"
"2014","Summer","redBans","Nidalee",1,"4","5.13","78"
"2014","Summer","redBans","Twitch",1,"3","3.85","78"
"2014","Summer","redBans","Zed",1,"3","3.85","78"
"2014","Summer","redBans","LeeSin",1,"3","3.85","78"
"2014","Summer","redBans","Fizz",1,"2","2.56","78"
"2014","Summer","redBans","Orianna",1,"2","2.56","78"
"2014","Summer","redBans","Rumble",1,"2","2.56","78"
"2014","Summer","redBans","Ryze",1,"2","2.56","78"
"2014","Summer","redBans","Thresh",1,"2","2.56","78"
"2014","Summer","redBans","Tristana",1,"2","2.56","78"
"2014","Summer","redBans","Khazix",1,"1","1.28","78"
"2014","Summer","redBans","Aatrox",1,"1","1.28","78"
"2014","Summer","redBans","Rammus",1,"1","1.28","78"
"2014","Summer","redBans","Syndra",1,"1","1.28","78"
"2014","Summer","redBans","Lulu",1,"1","1.28","78"
"2014","Summer","redBans","Zilean",2,"18","23.08","78"
"2014","Summer","redBans","Alistar",2,"17","21.79","78"
"2014","Summer","redBans","LeeSin",2,"10","12.82","78"
"2014","Summer","redBans","Ryze",2,"9","11.54","78"
"2014","Summer","redBans","Maokai",2,"6","7.69","78"
"2014","Summer","redBans","Nidalee",2,"4","5.13","78"
"2014","Summer","redBans","Zed",2,"3","3.85","78"
"2014","Summer","redBans","Thresh",2,"2","2.56","78"
"2014","Summer","redBans","Aatrox",2,"1","1.28","78"
"2014","Summer","redBans","Fizz",2,"1","1.28","78"
"2014","Summer","redBans","Tristana",2,"1","1.28","78"
"2014","Summer","redBans","TwistedFate",2,"1","1.28","78"
"2014","Summer","redBans","Yasuo",2,"1","1.28","78"
"2014","Summer","redBans","Jayce",2,"1","1.28","78"
"2014","Summer","redBans","Elise",2,"1","1.28","78"
"2014","Summer","redBans","Kassadin",2,"1","1.28","78"
"2014","Summer","redBans","Irelia",2,"1","1.28","78"
"2014","Summer","redBans","Alistar",3,"14","18.18","77"
"2014","Summer","redBans","Zilean",3,"11","14.29","77"
"2014","Summer","redBans","Maokai",3,"8","10.39","77"
"2014","Summer","redBans","Lucian",3,"8","10.39","77"
"2014","Summer","redBans","LeeSin",3,"5","6.49","77"
"2014","Summer","redBans","Ryze",3,"5","6.49","77"
"2014","Summer","redBans","Zed",3,"4","5.19","77"
"2014","Summer","redBans","Thresh",3,"3","3.90","77"
"2014","Summer","redBans","Khazix",3,"3","3.90","77"
"2014","Summer","redBans","Fizz",3,"2","2.60","77"
"2014","Summer","redBans","Syndra",3,"2","2.60","77"
"2014","Summer","redBans","Twitch",3,"2","2.60","77"
"2014","Summer","redBans","Janna",3,"2","2.60","77"
"2014","Summer","redBans","Yasuo",3,"1","1.30","77"
"2014","Summer","redBans","Jinx",3,"1","1.30","77"
"2014","Summer","redBans","Tristana",3,"1","1.30","77"
"2014","Summer","redBans","TwistedFate",3,"1","1.30","77"
"2014","Summer","redBans","Jayce",3,"1","1.30","77"
"2014","Summer","redBans","Aatrox",3,"1","1.30","77"
"2014","Summer","redBans","Ahri",3,"1","1.30","77"
"2014","Summer","redBans","KogMaw",3,"1","1.30","77"
"2015","Spring","blueBans","Leblanc",1,"56","8.51","658"
"2015","Spring","blueBans","Zed",1,"39","5.93","658"
"2015","Spring","blueBans","Rumble",1,"33","5.02","658"
"2015","Spring","blueBans","Cassiopeia",1,"31","4.71","658"
"2015","Spring","blueBans","Nidalee",1,"30","4.56","658"
"2015","Spring","blueBans","Irelia",1,"29","4.41","658"
"2015","Spring","blueBans","Lissandra",1,"23","3.50","658"
"2015","Spring","blueBans","LeeSin",1,"23","3.50","658"
"2015","Spring","blueBans","Lulu",1,"22","3.34","658"
"2015","Spring","blueBans","Kassadin",1,"22","3.34","658"
"2015","Spring","blueBans","Syndra",1,"21","3.19","658"
"2015","Spring","blueBans","Kalista",1,"20","3.04","658"
"2015","Spring","blueBans","Morgana",1,"20","3.04","658"
"2015","Spring","blueBans","Azir",1,"17","2.58","658"
"2015","Spring","blueBans","Maokai",1,"16","2.43","658"
"2015","Spring","blueBans","Thresh",1,"16","2.43","658"
"2015","Spring","blueBans","Xerath",1,"15","2.28","658"
"2015","Spring","blueBans","Ahri",1,"14","2.13","658"
"2015","Spring","blueBans","Sivir",1,"14","2.13","658"
"2015","Spring","blueBans","Annie",1,"13","1.98","658"
"2015","Spring","blueBans","Fizz",1,"10","1.52","658"
"2015","Spring","blueBans","TwistedFate",1,"9","1.37","658"
"2015","Spring","blueBans","Rengar",1,"9","1.37","658"
"2015","Spring","blueBans","JarvanIV",1,"9","1.37","658"
"2015","Spring","blueBans","Gnar",1,"8","1.22","658"
"2015","Spring","blueBans","RekSai",1,"8","1.22","658"
"2015","Spring","blueBans","Jayce",1,"7","1.06","658"
"2015","Spring","blueBans","Nunu",1,"7","1.06","658"
"2015","Spring","blueBans","Graves",1,"7","1.06","658"
"2015","Spring","blueBans","Vi",1,"6","0.91","658"
"2015","Spring","blueBans","Hecarim",1,"6","0.91","658"
"2015","Spring","blueBans","Janna",1,"6","0.91","658"
"2015","Spring","blueBans","Jax",1,"6","0.91","658"
"2015","Spring","blueBans","Veigar",1,"6","0.91","658"
"2015","Spring","blueBans","Kennen",1,"5","0.76","658"
"2015","Spring","blueBans","Vayne",1,"5","0.76","658"
"2015","Spring","blueBans","Orianna",1,"5","0.76","658"
"2015","Spring","blueBans","Urgot",1,"5","0.76","658"
"2015","Spring","blueBans","Vladimir",1,"4","0.61","658"
"2015","Spring","blueBans","Pantheon",1,"4","0.61","658"
"2015","Spring","blueBans","Corki",1,"4","0.61","658"
"2015","Spring","blueBans","Draven",1,"4","0.61","658"
"2015","Spring","blueBans","Sion",1,"4","0.61","658"
"2015","Spring","blueBans","Lucian",1,"4","0.61","658"
"2015","Spring","blueBans","Diana",1,"4","0.61","658"
"2015","Spring","blueBans","Zilean",1,"3","0.46","658"
"2015","Spring","blueBans","Karthus",1,"3","0.46","658"
"2015","Spring","blueBans","Sejuani",1,"3","0.46","658"
"2015","Spring","blueBans","Viktor",1,"3","0.46","658"
"2015","Spring","blueBans","Alistar",1,"3","0.46","658"
"2015","Spring","blueBans","Nautilus",1,"2","0.30","658"
"2015","Spring","blueBans","Gragas",1,"2","0.30","658"
"2015","Spring","blueBans","Shyvana",1,"2","0.30","658"
"2015","Spring","blueBans","Ezreal",1,"2","0.30","658"
"2015","Spring","blueBans","Talon",1,"1","0.15","658"
"2015","Spring","blueBans","FiddleSticks",1,"1","0.15","658"
"2015","Spring","blueBans","Fiora",1,"1","0.15","658"
"2015","Spring","blueBans","Galio",1,"1","0.15","658"
"2015","Spring","blueBans","Warwick",1,"1","0.15","658"
"2015","Spring","blueBans","Rammus",1,"1","0.15","658"
"2015","Spring","blueBans","Yasuo",1,"1","0.15","658"
"2015","Spring","blueBans","Olaf",1,"1","0.15","658"
"2015","Spring","blueBans","Leona",1,"1","0.15","658"
"2015","Spring","blueBans","Lissandra",2,"35","5.33","657"
"2015","Spring","blueBans","Leblanc",2,"35","5.33","657"
"2015","Spring","blueBans","Kassadin",2,"35","5.33","657"
"2015","Spring","blueBans","Maokai",2,"30","4.57","657"
"2015","Spring","blueBans","Zed",2,"28","4.26","657"
"2015","Spring","blueBans","Rumble",2,"27","4.11","657"
"2015","Spring","blueBans","RekSai",2,"25","3.81","657"
"2015","Spring","blueBans","Lulu",2,"24","3.65","657"
"2015","Spring","blueBans","Kalista",2,"21","3.20","657"
"2015","Spring","blueBans","Xerath",2,"20","3.04","657"
"2015","Spring","blueBans","Nidalee",2,"20","3.04","657"
"2015","Spring","blueBans","Janna",2,"19","2.89","657"
"2015","Spring","blueBans","Morgana",2,"19","2.89","657"
"2015","Spring","blueBans","Annie",2,"19","2.89","657"
"2015","Spring","blueBans","Gnar",2,"19","2.89","657"
"2015","Spring","blueBans","Cassiopeia",2,"19","2.89","657"
"2015","Spring","blueBans","Irelia",2,"18","2.74","657"
"2015","Spring","blueBans","JarvanIV",2,"17","2.59","657"
"2015","Spring","blueBans","Hecarim",2,"16","2.44","657"
"2015","Spring","blueBans","Azir",2,"15","2.28","657"
"2015","Spring","blueBans","LeeSin",2,"13","1.98","657"
"2015","Spring","blueBans","Thresh",2,"10","1.52","657"
"2015","Spring","blueBans","Syndra",2,"9","1.37","657"
"2015","Spring","blueBans","Ahri",2,"9","1.37","657"
"2015","Spring","blueBans","Gragas",2,"9","1.37","657"
"2015","Spring","blueBans","Jayce",2,"8","1.22","657"
"2015","Spring","blueBans","Sejuani",2,"8","1.22","657"
"2015","Spring","blueBans","Sivir",2,"7","1.07","657"
"2015","Spring","blueBans","Orianna",2,"7","1.07","657"
"2015","Spring","blueBans","Rengar",2,"7","1.07","657"
"2015","Spring","blueBans","Alistar",2,"6","0.91","657"
"2015","Spring","blueBans","Corki",2,"6","0.91","657"
"2015","Spring","blueBans","Graves",2,"6","0.91","657"
"2015","Spring","blueBans","Vladimir",2,"6","0.91","657"
"2015","Spring","blueBans","Urgot",2,"5","0.76","657"
"2015","Spring","blueBans","Pantheon",2,"5","0.76","657"
"2015","Spring","blueBans","Ezreal",2,"5","0.76","657"
"2015","Spring","blueBans","Soraka",2,"5","0.76","657"
"2015","Spring","blueBans","Veigar",2,"5","0.76","657"
"2015","Spring","blueBans","Caitlyn",2,"4","0.61","657"
"2015","Spring","blueBans","Sion",2,"4","0.61","657"
"2015","Spring","blueBans","Nunu",2,"3","0.46","657"
"2015","Spring","blueBans","TwistedFate",2,"3","0.46","657"
"2015","Spring","blueBans","Vi",2,"3","0.46","657"
"2015","Spring","blueBans","Zilean",2,"3","0.46","657"
"2015","Spring","blueBans","Ziggs",2,"3","0.46","657"
"2015","Spring","blueBans","Diana",2,"3","0.46","657"
"2015","Spring","blueBans","Fizz",2,"3","0.46","657"
"2015","Spring","blueBans","Jax",2,"3","0.46","657"
"2015","Spring","blueBans","KogMaw",2,"3","0.46","657"
"2015","Spring","blueBans","Lucian",2,"3","0.46","657"
"2015","Spring","blueBans","Nami",2,"2","0.30","657"
"2015","Spring","blueBans","Tristana",2,"2","0.30","657"
"2015","Spring","blueBans","Draven",2,"2","0.30","657"
"2015","Spring","blueBans","Yasuo",2,"2","0.30","657"
"2015","Spring","blueBans","Shyvana",2,"2","0.30","657"
"2015","Spring","blueBans","Kennen",2,"2","0.30","657"
"2015","Spring","blueBans","Chogath",2,"2","0.30","657"
"2015","Spring","blueBans","Renekton",2,"1","0.15","657"
"2015","Spring","blueBans","Nocturne",2,"1","0.15","657"
"2015","Spring","blueBans","Nautilus",2,"1","0.15","657"
"2015","Spring","blueBans","DrMundo",2,"1","0.15","657"
"2015","Spring","blueBans","Malphite",2,"1","0.15","657"
"2015","Spring","blueBans","Viktor",2,"1","0.15","657"
"2015","Spring","blueBans","Fiora",2,"1","0.15","657"
"2015","Spring","blueBans","Olaf",2,"1","0.15","657"
"2015","Spring","blueBans","Lissandra",3,"47","7.22","651"
"2015","Spring","blueBans","Kassadin",3,"46","7.07","651"
"2015","Spring","blueBans","Leblanc",3,"36","5.53","651"
"2015","Spring","blueBans","Gnar",3,"29","4.45","651"
"2015","Spring","blueBans","Lulu",3,"27","4.15","651"
"2015","Spring","blueBans","Zed",3,"25","3.84","651"
"2015","Spring","blueBans","Kalista",3,"24","3.69","651"
"2015","Spring","blueBans","RekSai",3,"24","3.69","651"
"2015","Spring","blueBans","JarvanIV",3,"22","3.38","651"
"2015","Spring","blueBans","Rumble",3,"20","3.07","651"
"2015","Spring","blueBans","Irelia",3,"19","2.92","651"
"2015","Spring","blueBans","Maokai",3,"19","2.92","651"
"2015","Spring","blueBans","Thresh",3,"19","2.92","651"
"2015","Spring","blueBans","Janna",3,"18","2.76","651"
"2015","Spring","blueBans","Ahri",3,"18","2.76","651"
"2015","Spring","blueBans","Nidalee",3,"17","2.61","651"
"2015","Spring","blueBans","Hecarim",3,"15","2.30","651"
"2015","Spring","blueBans","Annie",3,"15","2.30","651"
"2015","Spring","blueBans","Cassiopeia",3,"15","2.30","651"
"2015","Spring","blueBans","Urgot",3,"14","2.15","651"
"2015","Spring","blueBans","Xerath",3,"14","2.15","651"
"2015","Spring","blueBans","Morgana",3,"13","2.00","651"
"2015","Spring","blueBans","Sejuani",3,"13","2.00","651"
"2015","Spring","blueBans","LeeSin",3,"13","2.00","651"
"2015","Spring","blueBans","Sivir",3,"12","1.84","651"
"2015","Spring","blueBans","Azir",3,"9","1.38","651"
"2015","Spring","blueBans","Gragas",3,"9","1.38","651"
"2015","Spring","blueBans","Sion",3,"7","1.08","651"
"2015","Spring","blueBans","TwistedFate",3,"7","1.08","651"
"2015","Spring","blueBans","Fizz",3,"5","0.77","651"
"2015","Spring","blueBans","Alistar",3,"5","0.77","651"
"2015","Spring","blueBans","Rengar",3,"5","0.77","651"
"2015","Spring","blueBans","Corki",3,"5","0.77","651"
"2015","Spring","blueBans","Veigar",3,"5","0.77","651"
"2015","Spring","blueBans","Orianna",3,"4","0.61","651"
"2015","Spring","blueBans","Khazix",3,"4","0.61","651"
"2015","Spring","blueBans","Nautilus",3,"4","0.61","651"
"2015","Spring","blueBans","Vi",3,"3","0.46","651"
"2015","Spring","blueBans","Karthus",3,"3","0.46","651"
"2015","Spring","blueBans","Nunu",3,"3","0.46","651"
"2015","Spring","blueBans","Viktor",3,"3","0.46","651"
"2015","Spring","blueBans","Warwick",3,"3","0.46","651"
"2015","Spring","blueBans","Pantheon",3,"2","0.31","651"
"2015","Spring","blueBans","Leona",3,"2","0.31","651"
"2015","Spring","blueBans","KogMaw",3,"2","0.31","651"
"2015","Spring","blueBans","Kennen",3,"2","0.31","651"
"2015","Spring","blueBans","Jayce",3,"2","0.31","651"
"2015","Spring","blueBans","Syndra",3,"2","0.31","651"
"2015","Spring","blueBans","Ezreal",3,"2","0.31","651"
"2015","Spring","blueBans","Chogath",3,"2","0.31","651"
"2015","Spring","blueBans","Ziggs",3,"2","0.31","651"
"2015","Spring","blueBans","Lucian",3,"2","0.31","651"
"2015","Spring","blueBans","DrMundo",3,"1","0.15","651"
"2015","Spring","blueBans","Udyr",3,"1","0.15","651"
"2015","Spring","blueBans","Diana",3,"1","0.15","651"
"2015","Spring","blueBans","Nami",3,"1","0.15","651"
"2015","Spring","blueBans","Caitlyn",3,"1","0.15","651"
"2015","Spring","blueBans","Anivia",3,"1","0.15","651"
"2015","Spring","blueBans","Zilean",3,"1","0.15","651"
"2015","Spring","blueBans","Ryze",3,"1","0.15","651"
"2015","Spring","blueBans","Jinx",3,"1","0.15","651"
"2015","Spring","blueBans","Blitzcrank",3,"1","0.15","651"
"2015","Spring","blueBans","Jax",3,"1","0.15","651"
"2015","Spring","blueBans","Yasuo",3,"1","0.15","651"
"2015","Spring","blueBans","Yorick",3,"1","0.15","651"
"2015","Spring","redBans","Leblanc",1,"53","8.05","658"
"2015","Spring","redBans","RekSai",1,"51","7.75","658"
"2015","Spring","redBans","Zed",1,"40","6.08","658"
"2015","Spring","redBans","Lissandra",1,"36","5.47","658"
"2015","Spring","redBans","Rumble",1,"32","4.86","658"
"2015","Spring","redBans","Kalista",1,"27","4.10","658"
"2015","Spring","redBans","Cassiopeia",1,"27","4.10","658"
"2015","Spring","redBans","Nidalee",1,"27","4.10","658"
"2015","Spring","redBans","Kassadin",1,"21","3.19","658"
"2015","Spring","redBans","Irelia",1,"20","3.04","658"
"2015","Spring","redBans","Gnar",1,"19","2.89","658"
"2015","Spring","redBans","Morgana",1,"18","2.74","658"
"2015","Spring","redBans","JarvanIV",1,"16","2.43","658"
"2015","Spring","redBans","Ahri",1,"16","2.43","658"
"2015","Spring","redBans","Urgot",1,"15","2.28","658"
"2015","Spring","redBans","LeeSin",1,"14","2.13","658"
"2015","Spring","redBans","Fizz",1,"14","2.13","658"
"2015","Spring","redBans","Maokai",1,"14","2.13","658"
"2015","Spring","redBans","Xerath",1,"12","1.82","658"
"2015","Spring","redBans","Lulu",1,"12","1.82","658"
"2015","Spring","redBans","Syndra",1,"12","1.82","658"
"2015","Spring","redBans","Janna",1,"10","1.52","658"
"2015","Spring","redBans","Veigar",1,"9","1.37","658"
"2015","Spring","redBans","Azir",1,"9","1.37","658"
"2015","Spring","redBans","Rengar",1,"9","1.37","658"
"2015","Spring","redBans","Nunu",1,"7","1.06","658"
"2015","Spring","redBans","Graves",1,"7","1.06","658"
"2015","Spring","redBans","Jayce",1,"7","1.06","658"
"2015","Spring","redBans","Thresh",1,"7","1.06","658"
"2015","Spring","redBans","Sivir",1,"6","0.91","658"
"2015","Spring","redBans","Vayne",1,"6","0.91","658"
"2015","Spring","redBans","Gragas",1,"6","0.91","658"
"2015","Spring","redBans","Annie",1,"5","0.76","658"
"2015","Spring","redBans","Alistar",1,"5","0.76","658"
"2015","Spring","redBans","Sejuani",1,"5","0.76","658"
"2015","Spring","redBans","Draven",1,"4","0.61","658"
"2015","Spring","redBans","Hecarim",1,"4","0.61","658"
"2015","Spring","redBans","Jax",1,"4","0.61","658"
"2015","Spring","redBans","Pantheon",1,"4","0.61","658"
"2015","Spring","redBans","Zilean",1,"3","0.46","658"
"2015","Spring","redBans","Corki",1,"3","0.46","658"
"2015","Spring","redBans","Diana",1,"3","0.46","658"
"2015","Spring","redBans","Karthus",1,"3","0.46","658"
"2015","Spring","redBans","KogMaw",1,"3","0.46","658"
"2015","Spring","redBans","Orianna",1,"3","0.46","658"
"2015","Spring","redBans","Sion",1,"3","0.46","658"
"2015","Spring","redBans","Tristana",1,"3","0.46","658"
"2015","Spring","redBans","Vi",1,"3","0.46","658"
"2015","Spring","redBans","Viktor",1,"3","0.46","658"
"2015","Spring","redBans","Kennen",1,"2","0.30","658"
"2015","Spring","redBans","Vladimir",1,"2","0.30","658"
"2015","Spring","redBans","Warwick",1,"2","0.30","658"
"2015","Spring","redBans","Leona",1,"2","0.30","658"
"2015","Spring","redBans","FiddleSticks",1,"1","0.15","658"
"2015","Spring","redBans","Ziggs",1,"1","0.15","658"
"2015","Spring","redBans","Khazix",1,"1","0.15","658"
"2015","Spring","redBans","Nocturne",1,"1","0.15","658"
"2015","Spring","redBans","Shyvana",1,"1","0.15","658"
"2015","Spring","redBans","Ezreal",1,"1","0.15","658"
"2015","Spring","redBans","Blitzcrank",1,"1","0.15","658"
"2015","Spring","redBans","Chogath",1,"1","0.15","658"
"2015","Spring","redBans","Galio",1,"1","0.15","658"
"2015","Spring","redBans","Fiora",1,"1","0.15","658"
"2015","Spring","redBans","Leblanc",2,"50","7.62","656"
"2015","Spring","redBans","RekSai",2,"39","5.95","656"
"2015","Spring","redBans","Gnar",2,"34","5.18","656"
"2015","Spring","redBans","Kalista",2,"32","4.88","656"
"2015","Spring","redBans","Kassadin",2,"31","4.73","656"
"2015","Spring","redBans","Rumble",2,"29","4.42","656"
"2015","Spring","redBans","Lulu",2,"26","3.96","656"
"2015","Spring","redBans","Hecarim",2,"24","3.66","656"
"2015","Spring","redBans","JarvanIV",2,"24","3.66","656"
"2015","Spring","redBans","Maokai",2,"22","3.35","656"
"2015","Spring","redBans","Zed",2,"22","3.35","656"
"2015","Spring","redBans","Morgana",2,"21","3.20","656"
"2015","Spring","redBans","Lissandra",2,"19","2.90","656"
"2015","Spring","redBans","Irelia",2,"18","2.74","656"
"2015","Spring","redBans","Ahri",2,"17","2.59","656"
"2015","Spring","redBans","Annie",2,"17","2.59","656"
"2015","Spring","redBans","Azir",2,"16","2.44","656"
"2015","Spring","redBans","Nidalee",2,"15","2.29","656"
"2015","Spring","redBans","Cassiopeia",2,"15","2.29","656"
"2015","Spring","redBans","Sejuani",2,"14","2.13","656"
"2015","Spring","redBans","LeeSin",2,"13","1.98","656"
"2015","Spring","redBans","Janna",2,"12","1.83","656"
"2015","Spring","redBans","Sivir",2,"12","1.83","656"
"2015","Spring","redBans","Thresh",2,"11","1.68","656"
"2015","Spring","redBans","Xerath",2,"10","1.52","656"
"2015","Spring","redBans","Jayce",2,"10","1.52","656"
"2015","Spring","redBans","Urgot",2,"8","1.22","656"
"2015","Spring","redBans","KogMaw",2,"7","1.07","656"
"2015","Spring","redBans","Veigar",2,"7","1.07","656"
"2015","Spring","redBans","Orianna",2,"6","0.91","656"
"2015","Spring","redBans","Corki",2,"6","0.91","656"
"2015","Spring","redBans","Fizz",2,"6","0.91","656"
"2015","Spring","redBans","Syndra",2,"6","0.91","656"
"2015","Spring","redBans","Alistar",2,"5","0.76","656"
"2015","Spring","redBans","Rengar",2,"5","0.76","656"
"2015","Spring","redBans","Gragas",2,"5","0.76","656"
"2015","Spring","redBans","Lucian",2,"4","0.61","656"
"2015","Spring","redBans","Vladimir",2,"3","0.46","656"
"2015","Spring","redBans","Nunu",2,"2","0.30","656"
"2015","Spring","redBans","Pantheon",2,"2","0.30","656"
"2015","Spring","redBans","Olaf",2,"2","0.30","656"
"2015","Spring","redBans","Tristana",2,"2","0.30","656"
"2015","Spring","redBans","Jax",2,"2","0.30","656"
"2015","Spring","redBans","Ezreal",2,"2","0.30","656"
"2015","Spring","redBans","Vi",2,"2","0.30","656"
"2015","Spring","redBans","Kennen",2,"2","0.30","656"
"2015","Spring","redBans","Fiora",2,"1","0.15","656"
"2015","Spring","redBans","TwistedFate",2,"1","0.15","656"
"2015","Spring","redBans","Draven",2,"1","0.15","656"
"2015","Spring","redBans","Viktor",2,"1","0.15","656"
"2015","Spring","redBans","DrMundo",2,"1","0.15","656"
"2015","Spring","redBans","Yasuo",2,"1","0.15","656"
"2015","Spring","redBans","Zac",2,"1","0.15","656"
"2015","Spring","redBans","Diana",2,"1","0.15","656"
"2015","Spring","redBans","Ziggs",2,"1","0.15","656"
"2015","Spring","redBans","Nautilus",2,"1","0.15","656"
"2015","Spring","redBans","Zilean",2,"1","0.15","656"
"2015","Spring","redBans","Leona",2,"1","0.15","656"
"2015","Spring","redBans","Poppy",2,"1","0.15","656"
"2015","Spring","redBans","Renekton",2,"1","0.15","656"
"2015","Spring","redBans","Karthus",2,"1","0.15","656"
"2015","Spring","redBans","Jinx",2,"1","0.15","656"
"2015","Spring","redBans","Sion",2,"1","0.15","656"
"2015","Spring","redBans","Graves",2,"1","0.15","656"
"2015","Spring","redBans","Galio",2,"1","0.15","656"
"2015","Spring","redBans","RekSai",3,"56","8.62","650"
"2015","Spring","redBans","Leblanc",3,"41","6.31","650"
"2015","Spring","redBans","Lissandra",3,"38","5.85","650"
"2015","Spring","redBans","Kassadin",3,"34","5.23","650"
"2015","Spring","redBans","Gnar",3,"34","5.23","650"
"2015","Spring","redBans","Maokai",3,"27","4.15","650"
"2015","Spring","redBans","Lulu",3,"25","3.85","650"
"2015","Spring","redBans","Rumble",3,"24","3.69","650"
"2015","Spring","redBans","Nidalee",3,"22","3.38","650"
"2015","Spring","redBans","Hecarim",3,"19","2.92","650"
"2015","Spring","redBans","Xerath",3,"19","2.92","650"
"2015","Spring","redBans","Kalista",3,"18","2.77","650"
"2015","Spring","redBans","Zed",3,"17","2.62","650"
"2015","Spring","redBans","Sejuani",3,"17","2.62","650"
"2015","Spring","redBans","Urgot",3,"17","2.62","650"
"2015","Spring","redBans","Ahri",3,"16","2.46","650"
"2015","Spring","redBans","Morgana",3,"14","2.15","650"
"2015","Spring","redBans","LeeSin",3,"14","2.15","650"
"2015","Spring","redBans","JarvanIV",3,"14","2.15","650"
"2015","Spring","redBans","Cassiopeia",3,"11","1.69","650"
"2015","Spring","redBans","Annie",3,"10","1.54","650"
